contentid,contenttypeid,serialnum,infoname,infotext,fldgubun,created_at,updated_at
2733967,12,0,등산로,,1,2025-09-19 16:58:45,2025-09-19 16:58:45
2733967,12,1,관광코스안내,교황청 승인 국제순례지 ‘서울천주교순례길 코스’,2,2025-09-19 16:58:45,2025-09-19 16:58:45
2733967,12,2,이용가능시설,본당 / 역사전시실 / 아랫마당 등,3,2025-09-19 16:58:45,2025-09-19 16:58:45
2733967,12,3,화장실,있음,3,2025-09-19 16:58:45,2025-09-19 16:58:45
2733967,12,4,외국어 안내서비스,,4,2025-09-19 16:58:45,2025-09-19 16:58:45
2763807,12,0,화장실,있음,3,2025-09-19 16:58:45,2025-09-19 16:58:45
2763807,12,1,입 장 료,무료,3,2025-09-19 16:58:45,2025-09-19 16:58:45
3483083,12,0,입 장 료,무료,3,2025-09-19 16:58:46,2025-09-19 16:58:46
3483083,12,1,화장실,있음,3,2025-09-19 16:58:46,2025-09-19 16:58:46
3483083,12,2,,,4,2025-09-19 16:58:46,2025-09-19 16:58:46
1116925,12,0,등산로,정상 전망대까지 이어지는 700m 자연산책코스 (23:00까지 이용가능),1,2025-09-19 16:58:46,2025-09-19 16:58:46
1116925,12,1,관광코스안내,"3코스, 안양천(신정교-오금교)-어린이교통공원-갈산도서관-갈산근린공원-향림사-계남공원",2,2025-09-19 16:58:46,2025-09-19 16:58:46
1116925,12,2,화장실,있음,3,2025-09-19 16:58:46,2025-09-19 16:58:46
1116925,12,3,이용가능시설,체험학습장 / 갈산정(정상) / 교통교육관 및 전시물 / 교통안전교육 체험장 / 어린이놀이터 / 멀티코트장 / 중심광장 / 전망대 / 산책로 / 각종 운동시설 등,3,2025-09-19 16:58:46,2025-09-19 16:58:46
294439,12,0,등산로,,1,2025-09-19 16:58:46,2025-09-19 16:58:46
294439,12,1,관광코스안내,,2,2025-09-19 16:58:46,2025-09-19 16:58:46
294439,12,2,입 장 료,무료,3,2025-09-19 16:58:46,2025-09-19 16:58:46
294439,12,3,외국어 안내서비스,,4,2025-09-19 16:58:46,2025-09-19 16:58:46
264570,12,0,관광코스안내,"* 강남시티투어 트롤리버스 <br />
- 어라운드강남시티투어 코스: 강남역-봉은사/코엑스-한류스타거리-관광정보센터-가로수길-세빛섬-고속터미널/신세계백화점-서래마을-법원.교대역-삼성타운-강남역(종착)<br />
<br />
* 강남관광정보센터 외국인대상 무료도보관광 프로그램<br />
- 한류코스: 강남관광정보센터-JYP엔터테인먼트-JS엔터테인먼트-FNC엔터테인먼트-SM엔터테인먼트-한류스타거리-강남돌하우스-G+스타존(압구정로데오역)",2,2025-09-19 16:58:46,2025-09-19 16:58:46
264570,12,1,입 장 료,무료,3,2025-09-19 16:58:46,2025-09-19 16:58:46
264570,12,2,화장실,있음,3,2025-09-19 16:58:46,2025-09-19 16:58:46
2456536,12,0,이용가능시설,"관광안내소, 관람 전시장, 호텔, 유흥음식점, 서점, 영화관, 수족관 등",3,2025-09-19 16:58:47,2025-09-19 16:58:47
2456536,12,1,외국어 안내서비스,관광안내소 책자 비치 ,4,2025-09-19 16:58:47,2025-09-19 16:58:47
127377,12,0,입 장 료,무료,3,2025-09-19 16:58:47,2025-09-19 16:58:47
128961,12,0,시설이용료,"[사우나 주간]<br>
- 대인 12,000원<br>
- 소인(7세 이하) 8,000원<br>
[찜질방 주간]<br>
- 대인 14,000원<br>
- 소인(7세 이하) 10,000원<br>
[찜질방 야간]<br>
- 대인 16,000원<br>
- 소인(7세 이하) 12,000원<br>
※ 사우나 이용 시 입실 후 6시간이 경과되면 시간당 1,000원씩 추가요금 발생<br>
※ 찜질방 이용 시 입실 후 15시간이 경과되면 시간당 1,000원씩 추가요금 발생",3,2025-09-19 16:58:47,2025-09-19 16:58:47
809490,12,0,주차요금,"최초 30분 1,000원 / 이후 10분 당 200원씩 추가 요금 발생",3,2025-09-19 16:58:47,2025-09-19 16:58:47
809490,12,1,화장실,있음 ,3,2025-09-19 16:58:47,2025-09-19 16:58:47
809490,12,2,이용가능시설,조류전망대 / 한강전망대 / 자연관찰로 / 운동시설 / 쉼터 ,3,2025-09-19 16:58:47,2025-09-19 16:58:47
809490,12,3,입 장 료,무료,3,2025-09-19 16:58:47,2025-09-19 16:58:47
3043735,12,0,입 장 료,무료,3,2025-09-19 16:58:48,2025-09-19 16:58:48
2733968,12,0,입 장 료,무료,3,2025-09-19 16:58:48,2025-09-19 16:58:48
2733968,12,1,주차요금,"최초 30분 1,000원 / 이후 10분 당 200원씩 추가 요금 발생",3,2025-09-19 16:58:48,2025-09-19 16:58:48
2733968,12,2,이용가능시설,운동장 / 인공암벽장 / 족구장 / 체력단련장 / 편의점 / 거리공연장 / 자전거대여점 / 어린이놀이터 / 생태공원 등,3,2025-09-19 16:58:48,2025-09-19 16:58:48
2591792,12,0,등산로,,1,2025-09-19 16:58:48,2025-09-19 16:58:48
2591792,12,1,관광코스안내,,2,2025-09-19 16:58:48,2025-09-19 16:58:48
2591792,12,2,입 장 료,"무료
",3,2025-09-19 16:58:48,2025-09-19 16:58:48
2591792,12,3,한국어 안내서비스,,4,2025-09-19 16:58:48,2025-09-19 16:58:48
126501,12,0,입 장 료,무료,3,2025-09-19 16:58:48,2025-09-19 16:58:48
126501,12,1,화장실,있음,3,2025-09-19 16:58:48,2025-09-19 16:58:48
3385911,12,0,,,1,2025-09-19 16:58:49,2025-09-19 16:58:49
3385911,12,1,,,2,2025-09-19 16:58:49,2025-09-19 16:58:49
3385911,12,2,입 장 료,무료 ,3,2025-09-19 16:58:49,2025-09-19 16:58:49
3385911,12,3,,,4,2025-09-19 16:58:49,2025-09-19 16:58:49
2733966,12,0,입 장 료,무료 ,3,2025-09-19 16:58:49,2025-09-19 16:58:49
2733966,12,1,화장실,있음,3,2025-09-19 16:58:49,2025-09-19 16:58:49
2758868,12,0,이용가능시설,"나루터 시설, 편의점

",3,2025-09-19 16:58:49,2025-09-19 16:58:49
2758868,12,1,주차요금,"- 최초 30분 1,000원<br>
- 초과 10분당 200원<br>
- 1일 주차 최고한도 10,000원
",3,2025-09-19 16:58:49,2025-09-19 16:58:49
2758868,12,2,화장실,없음,3,2025-09-19 16:58:49,2025-09-19 16:58:49
1604652,12,0,등산로,,1,2025-09-19 16:58:50,2025-09-19 16:58:50
1604652,12,1,관광코스안내,,2,2025-09-19 16:58:50,2025-09-19 16:58:50
1604652,12,2,주차요금,"[소형차] 기본 1시간 3,000원 / 초과 10분당 800원<br>
[중·대형차] 기본 1시간 5,000원 / 초과 10분당 800원 ",3,2025-09-19 16:58:50,2025-09-19 16:58:50
1604652,12,3,입 장 료,"- 개인 3,000원<br>
- 단체(10인 이상) 2,400원",3,2025-09-19 16:58:50,2025-09-19 16:58:50
1604652,12,4,화장실,있음,3,2025-09-19 16:58:50,2025-09-19 16:58:50
1604652,12,5,한국어 안내서비스,,4,2025-09-19 16:58:50,2025-09-19 16:58:50
294505,12,0,등산로,,1,2025-09-19 16:58:50,2025-09-19 16:58:50
294505,12,1,관광코스안내,우이신설(북한산보국문역) 하차하여 도보로 이동 약 7분,2,2025-09-19 16:58:50,2025-09-19 16:58:50
294505,12,2,입 장 료,무료 ,3,2025-09-19 16:58:50,2025-09-19 16:58:50
294505,12,3,화장실,있음,3,2025-09-19 16:58:50,2025-09-19 16:58:50
294505,12,4,내국인 예약안내,,4,2025-09-19 16:58:50,2025-09-19 16:58:50
126508,12,0,입 장 료,"- 개인 3,000원<br>
- 만 24세 이하 청소년 무료
- 만 64세 이상 어르신 무료
- 단체(10인 이상) 2,400원",3,2025-09-19 16:58:50,2025-09-19 16:58:50
126508,12,1,화장실,있음,3,2025-09-19 16:58:50,2025-09-19 16:58:50
126508,12,2,주차요금,"[소형차] 기본 1시간 3,000원 / 초과 시 매 10분마다 800원<br>
[중·대형차] 기본 1시간 5,000원 / 초과 시 매 10분마다 800원",3,2025-09-19 16:58:50,2025-09-19 16:58:50
2373204,12,0,입 장 료,무료,3,2025-09-19 16:58:50,2025-09-19 16:58:50
2500229,12,0,등산로,,1,2025-09-19 16:58:51,2025-09-19 16:58:51
2500229,12,1,관광코스안내,,2,2025-09-19 16:58:51,2025-09-19 16:58:51
2500229,12,2,입 장 료,,3,2025-09-19 16:58:51,2025-09-19 16:58:51
2500229,12,3,한국어 안내서비스,,4,2025-09-19 16:58:51,2025-09-19 16:58:51
1826438,12,0,입 장 료,무료,3,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,0,등산로,,1,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,1,관광코스안내,,2,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,2,화장실,있음,3,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,3,주차요금,"[20인 미만 차량] 최초 1시간까지 1,000원 / 이후 초과 5분당 400원<br>
[20인 이상 차량] 최초 1시간까지 3,000원 / 이후 초과 5분당 800원",3,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,4,입 장 료,"무료
",3,2025-09-19 16:58:51,2025-09-19 16:58:51
126484,12,5,한국어 안내서비스,,4,2025-09-19 16:58:51,2025-09-19 16:58:51
1606042,12,0,주차요금,"최초 1시간 1,000원 / 추가 5분당 400원 / 1일 주차 22,000원",3,2025-09-19 16:58:51,2025-09-19 16:58:51
1606042,12,1,화장실,있음(남녀 구분),3,2025-09-19 16:58:51,2025-09-19 16:58:51
1604784,12,0,등산로,,1,2025-09-19 16:58:52,2025-09-19 16:58:52
1604784,12,1,관광코스안내,,2,2025-09-19 16:58:52,2025-09-19 16:58:52
1604784,12,2,입 장 료,무료,3,2025-09-19 16:58:52,2025-09-19 16:58:52
1604784,12,3,화장실,있음,3,2025-09-19 16:58:52,2025-09-19 16:58:52
1604784,12,4,주차요금,"[20인 미만 차량] 최초 1시간까지 1,000원 / 이후 초과 5분당 400원<br>
[20인 이상 차량] 최초 1시간까지 3,000원 / 이후 초과 5분당 800원",3,2025-09-19 16:58:52,2025-09-19 16:58:52
1604784,12,5,한국어 안내서비스,,4,2025-09-19 16:58:52,2025-09-19 16:58:52
1604824,12,0,입 장 료,무료,3,2025-09-19 16:58:52,2025-09-19 16:58:52
1604824,12,1,화장실,있음,3,2025-09-19 16:58:52,2025-09-19 16:58:52
2611568,12,0,관광코스안내,10코스 : 연의생태공원에코로드-계남근린공원 무장애숲길-신트리공원산책로,2,2025-09-19 16:58:52,2025-09-19 16:58:52
2611568,12,1,입 장 료,무료 ,3,2025-09-19 16:58:52,2025-09-19 16:58:52
2611568,12,2,화장실,있음,3,2025-09-19 16:58:52,2025-09-19 16:58:52
1826457,12,0,입 장 료,무료,3,2025-09-19 16:58:53,2025-09-19 16:58:53
1826457,12,1,주차요금,10분당 300원,3,2025-09-19 16:58:53,2025-09-19 16:58:53
2591797,12,0,주차요금,5분당 150원,3,2025-09-19 16:58:53,2025-09-19 16:58:53
2591797,12,1,화장실,있음,3,2025-09-19 16:58:53,2025-09-19 16:58:53
2591799,12,0,입 장 료,"무료
",3,2025-09-19 16:58:53,2025-09-19 16:58:53
2453179,12,0,입 장 료,무료,3,2025-09-19 16:58:54,2025-09-19 16:58:54
2453179,12,1,주차요금,1시간 무료,3,2025-09-19 16:58:54,2025-09-19 16:58:54
2453179,12,2,화장실,있음,3,2025-09-19 16:58:54,2025-09-19 16:58:54
1827189,12,0,입 장 료,무료,3,2025-09-19 16:58:54,2025-09-19 16:58:54
749192,12,0,등산로,,1,2025-09-19 16:58:54,2025-09-19 16:58:54
749192,12,1,상점정보,,2,2025-09-19 16:58:54,2025-09-19 16:58:54
749192,12,2,화장실,,3,2025-09-19 16:58:54,2025-09-19 16:58:54
749192,12,3,한국어 안내서비스,,4,2025-09-19 16:58:54,2025-09-19 16:58:54
776082,12,0,등산로,,1,2025-09-19 16:58:54,2025-09-19 16:58:54
776082,12,1,관광코스안내,"[주변 관광지]<br>
- 양재시민의 숲<br>
- 관문사 우면산<br>
- 관문사 양재천 ",2,2025-09-19 16:58:54,2025-09-19 16:58:54
776082,12,2,입 장 료,무료,3,2025-09-19 16:58:54,2025-09-19 16:58:54
776082,12,3,화장실,있음,3,2025-09-19 16:58:54,2025-09-19 16:58:54
776082,12,4,내국인 예약안내,,4,2025-09-19 16:58:54,2025-09-19 16:58:54
126480,12,0,화장실,있음(남녀 구분),3,2025-09-19 16:58:55,2025-09-19 16:58:55
126513,12,0,화장실,있음 ,3,2025-09-19 16:58:55,2025-09-19 16:58:55
126513,12,1,입 장 료,"무료
",3,2025-09-19 16:58:55,2025-09-19 16:58:55
126513,12,2,이용가능시설,강감찬전시관 / 야외소극장 / 카페 / 전통혼례식장,3,2025-09-19 16:58:55,2025-09-19 16:58:55
756580,12,0,입 장 료,무료,3,2025-09-19 16:58:56,2025-09-19 16:58:56
756580,12,1,이용가능시설,유아숲체험원 / 생태연못 / 생태학습장 / 축구장 / 테니스장,3,2025-09-19 16:58:56,2025-09-19 16:58:56
756594,12,0,입 장 료,무료,3,2025-09-19 16:58:56,2025-09-19 16:58:56
756594,12,1,화장실,있음,3,2025-09-19 16:58:56,2025-09-19 16:58:56
3081140,12,0,화장실,있음,3,2025-09-19 16:58:56,2025-09-19 16:58:56
3081140,12,1,이용가능시설,계곡 / 약수터 / 식물원 ,3,2025-09-19 16:58:56,2025-09-19 16:58:56
126916,12,0,입 장 료,무료,3,2025-09-19 16:58:57,2025-09-19 16:58:57
1605990,12,0,입 장 료,무료,3,2025-09-19 16:58:57,2025-09-19 16:58:57
3065938,12,0,입 장 료,무료,3,2025-09-19 16:58:58,2025-09-19 16:58:58
3065938,12,1,화장실,"있음
",3,2025-09-19 16:58:58,2025-09-19 16:58:58
250252,12,0,이용가능시설,생태공원 / 자전거공원 / 초화단지 / 어린이놀이터 / 운동시설 / 매점 등,3,2025-09-19 16:58:58,2025-09-19 16:58:58
250252,12,1,주차요금,"- 최초 30분 1,000원(초과 10분당 200원)<br>
- 1일 주차 최고한도 10,000원",3,2025-09-19 16:58:58,2025-09-19 16:58:58
250252,12,2,화장실,있음,3,2025-09-19 16:58:58,2025-09-19 16:58:58
250252,12,3,입 장 료,무료,3,2025-09-19 16:58:58,2025-09-19 16:58:58
814195,12,0,주차요금,"최초 30분 1,000원 / 초과 10분당 200원",3,2025-09-19 16:58:58,2025-09-19 16:58:58
814195,12,1,화장실,있음,3,2025-09-19 16:58:58,2025-09-19 16:58:58
814195,12,2,입 장 료,무료,3,2025-09-19 16:58:58,2025-09-19 16:58:58
3060896,12,0,화장실,있음,3,2025-09-19 16:58:59,2025-09-19 16:58:59
1366921,12,0,화장실,있음,3,2025-09-19 16:58:59,2025-09-19 16:58:59
1366921,12,1,이용가능시설,전시장 / 공연장,3,2025-09-19 16:58:59,2025-09-19 16:58:59
1366921,12,2,입 장 료,무료,3,2025-09-19 16:58:59,2025-09-19 16:58:59
126512,12,0,입 장 료,"- 개인 3,000원<br>
- 단체(10인 이상) 2,400원",3,2025-09-19 16:58:59,2025-09-19 16:58:59
126512,12,1,주차요금,"[소형차] 기본 1시간 3,000원 / 이후 10분당 800원<br>
[중·대형차] 기본 1시간 5,000원 / 이후 10분당 800원",3,2025-09-19 16:58:59,2025-09-19 16:58:59
126512,12,2,화장실,있음,3,2025-09-19 16:58:59,2025-09-19 16:58:59
775394,12,0,입 장 료,무료,3,2025-09-19 16:59:00,2025-09-19 16:59:00
775394,12,1,화장실,있음,3,2025-09-19 16:59:00,2025-09-19 16:59:00
775394,12,2,이용가능시설,중앙광장 /  해치마당 / 역사물길 / 이순신장군분수 등,3,2025-09-19 16:59:00,2025-09-19 16:59:00
2500218,12,0,등산로,,1,2025-09-19 16:59:00,2025-09-19 16:59:00
2500218,12,1,관광코스안내,,2,2025-09-19 16:59:00,2025-09-19 16:59:00
2500218,12,2,입 장 료,무료,3,2025-09-19 16:59:00,2025-09-19 16:59:00
2500218,12,3,한국어 안내서비스,,4,2025-09-19 16:59:00,2025-09-19 16:59:00
129502,12,0,등산로,,1,2025-09-19 16:59:00,2025-09-19 16:59:00
129502,12,1,관광코스안내,,2,2025-09-19 16:59:00,2025-09-19 16:59:00
129502,12,2,입 장 료,무료,3,2025-09-19 16:59:00,2025-09-19 16:59:00
129502,12,3,외국어 안내서비스,,4,2025-09-19 16:59:00,2025-09-19 16:59:00
2761661,12,0,입 장 료,"무료
",3,2025-09-19 16:59:01,2025-09-19 16:59:01
2761661,12,1,화장실,있음,3,2025-09-19 16:59:01,2025-09-19 16:59:01
2553960,12,0,입 장 료,무료,3,2025-09-19 16:59:06,2025-09-19 16:59:06
2553960,12,1,화장실,있음,3,2025-09-19 16:59:06,2025-09-19 16:59:06
2553960,12,2,시설이용료,"[체험료]<br>
- 옛날 과자 먹기 1,000원<br>
- 키링 만들기 2,000원<br>
- 못난이 디폼블럭 만들기 2,000원<br>
- 순이네컷 사진촬영 1,000원<br>
- 뚝딱 가죽지갑 만들기 3,000원",3,2025-09-19 16:59:06,2025-09-19 16:59:06
2591829,12,0,입 장 료,무료 ,3,2025-09-19 16:59:06,2025-09-19 16:59:06
2591803,12,0,등산로,,1,2025-09-19 16:59:06,2025-09-19 16:59:06
2591803,12,1,관광코스안내,,2,2025-09-19 16:59:06,2025-09-19 16:59:06
2591803,12,2,화장실,있음,3,2025-09-19 16:59:06,2025-09-19 16:59:06
2591803,12,3,한국어 안내서비스,,4,2025-09-19 16:59:06,2025-09-19 16:59:06
2733981,12,0,입 장 료,무료,3,2025-09-19 16:59:07,2025-09-19 16:59:07
2733981,12,1,이용가능시설,운동기구 / 트램펄린 / 놀이터 등,3,2025-09-19 16:59:07,2025-09-19 16:59:07
2733981,12,2,화장실,"있음
",3,2025-09-19 16:59:07,2025-09-19 16:59:07
2357761,12,0,등산로,"[염곡사거리 코트라.코이카등산로]  코트라, 한국학술진흥재단 사이 코이카 정문 → 구룡산 정상, 코이카, 서울둘레길4코스 이정표 → 구룡산염곡약수터, 서울둘레길4코스, 구룡산정상 이정표 → 어사모바위 → 구룡산산악기상관측소 → 능인선원등산로 이정표 →구룡산 국수봉 → 구룡제1약수터 이정표 - 서초구.강남구경계 표지판 → 구룡터널등산로 이정표 → 구룡산 정상(306m) → 소방방재청 국가지점 번호 다사 6216  4151 표시판  → 양재대로 구룡마을 <br />
<br />
[염곡사거리 도로교통공단서울지부등산로]  도로교통공단서울지부 421번 버스종점 → 구룡산정상, 코이카, 서울둘레길4코스 이정표 → 구룡산 염곡약수터,  서울둘레길4코스, 구룡산정상 이정표 → 어사모바위 → 구룡산산악기상관측소 → 능인선원등산로 이정표 →구룡산 국수봉 → 구룡제1약수터 이정표 - 서초구.강남구 경계 표지판 →  구룡터널등산로 이정표 → 구룡산 정상(306m)<br />
<br />
[구룡산 염곡약수터등산로]  양재대로 양재지하보도 →  염곡약수터 → 구룡산 약수터, 서울둘레길4코스, 구룡산정상 이정표 → 어사모바위 → 구룡산산악기상관측소 → 능인선원등산로 이정표 → 구룡산 국수봉 → 구룡제1약수터 이정표 - 서초구.강남구 경계 표지판 → 구룡터널등산로 이정표 → 구룡산 정상(306m) <br />
 <br />
[구룡산 능인선원등산로]  양재대로 능인선원 →  능인선원등산로 이정표 →구룡산 국수봉 → 구룡제1약수터 이정표 → 서초구.강남구 경계 표지판 → 구룡터널등산로 이정표 → 구룡산 정상(306m)<br />
 <br />
[구룡산 구룡터널등산로]   양재대로 구룡터널사거리 →  개암약수터, 강남그린웨어 이정표 → 서울시우수조망명소  → 구룡터널등산로 이정표 → 구룡산 정상(306m)<br />
 <br />
[구룡산 구룡마을등산로]  양재대로 구룡마을  → 구룡산등산로 이정표 → 대룡약수터 → 구룡천제1.2 약수터 → 소방방재청 국가지점 번호 다사 6216  4151 표시판 → 구룡마을이정표 → 구룡산 정상(306m)<br />
 <br />
[구룡산 염곡동탑골등산로]  헌능로 탑골마을 버스정거장 → 구룡제1약수터(옻우물) → 소나무 숲 → 서초구.강남구 경계 표지판 → 구룡터널등산로 이정표 → 구룡산 정상(306m)<br />
 <br />
[서울둘레길4코스 구룡산입구]  헌능로 염곡동 → 구룡산정상, 코이카, 서울둘레길4코스 이정표 → 구룡산 염곡약수터, 서울둘레길4코스, 구룡산정상 이정표 → 능인선원 일원 → 물박달나무군락지 → 구룡터널등산로 일원 → 개암약수터 → 三鳥人長琸위령비 → 소방방재청 국가지점 번호 다사 6216  4151 표시판<br />
 <br />
[서울둘레길4코스 여의천입구]  헌능로 염곡동 → 여의천 → 양재IC → 양재시민의 숲 → 양재천 → 우면산",1,2025-09-19 16:59:07,2025-09-19 16:59:07
2357761,12,1,입산통제 기간,"[봄가을철 산불조심기간] <br />
(산불예방을 위해 한시적으로 등산로 구간통제)<br />
봄철 3월 2일 ~ 4월 30일 <br />
가을철 11월 1일 ~ 12월 15일<br />
-국립공원 11월 15일 ~ 12월 15일(경주,태안해안제외)<br />
※ 통제기간과 통제구간은 기상여건 등을 감안하여 산별로 일부 조정될 수 있으니 산행 시 사전확인 ",1,2025-09-19 16:59:07,2025-09-19 16:59:07
2357761,12,2,입 장 료,무료,3,2025-09-19 16:59:07,2025-09-19 16:59:07
127379,12,0,입 장 료,무료,3,2025-09-19 16:59:08,2025-09-19 16:59:08
2452856,12,0,화장실,있음,3,2025-09-19 16:59:08,2025-09-19 16:59:08
2452856,12,1,입 장 료,무료,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,0,등산로,,1,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,1,관광코스안내,,2,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,2,이용가능시설,기념관 / 기념탑 / 묘역 등,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,3,화장실,있음,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,4,주차요금,2시간 이내 무료(유족 제외),3,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,5,입 장 료,무료,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126524,12,6,내국인 예약안내,,4,2025-09-19 16:59:08,2025-09-19 16:59:08
2608977,12,0,입 장 료,무료,3,2025-09-19 16:59:08,2025-09-19 16:59:08
2608977,12,1,화장실,있음 ,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126521,12,0,입 장 료,무료,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126521,12,1,화장실,있음,3,2025-09-19 16:59:08,2025-09-19 16:59:08
126521,12,2,이용가능시설,현충관 / 호국전시관 / 유품전시관 / 종합민원실 등,3,2025-09-19 16:59:08,2025-09-19 16:59:08
1604580,12,0,입 장 료,무료,3,2025-09-19 16:59:09,2025-09-19 16:59:09
1604580,12,1,화장실,있음,3,2025-09-19 16:59:09,2025-09-19 16:59:09
1710166,12,0,주차요금,무료,3,2025-09-19 16:59:09,2025-09-19 16:59:09
1710166,12,1,화장실,있음,3,2025-09-19 16:59:09,2025-09-19 16:59:09
1710166,12,2,외국인 예약안내,템플스테이 매니저가 안내(영어) 및 홈페이지에서 가능,4,2025-09-19 16:59:09,2025-09-19 16:59:09
1710166,12,3,내국인 예약안내,전화 및 홈페이지 예약 가능,4,2025-09-19 16:59:09,2025-09-19 16:59:09
2591805,12,0,입 장 료,무료,3,2025-09-19 16:59:09,2025-09-19 16:59:09
126827,12,0,입 장 료,무료,3,2025-09-19 16:59:10,2025-09-19 16:59:10
126827,12,1,장애인 편의시설,"장애인용화장실, 전용주차구역",3,2025-09-19 16:59:10,2025-09-19 16:59:10
126827,12,2,주차요금,"국회 둔치 주차장 2시간 무료 (국회의사당 또는 헌정기념관 안내실에서 주차권에 확인도장)

",3,2025-09-19 16:59:10,2025-09-19 16:59:10
126827,12,3,화장실,있음(남/녀 구분),3,2025-09-19 16:59:10,2025-09-19 16:59:10
126827,12,4,내국인 예약안내,"<a href=""https://reservation.assembly.go.kr/reserve/main/main.do"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://reservation.assembly.go.kr</a>",4,2025-09-19 16:59:10,2025-09-19 16:59:10
2591809,12,0,이용가능시설,원형광장 / 생태탐방로 / 어린이 놀이터 / 어린이 도서관 / 나무데크,3,2025-09-19 16:59:10,2025-09-19 16:59:10
2591809,12,1,화장실,있음,3,2025-09-19 16:59:10,2025-09-19 16:59:10
1606052,12,0,등산로,,1,2025-09-19 16:59:11,2025-09-19 16:59:11
1606052,12,1,관광코스안내,,2,2025-09-19 16:59:11,2025-09-19 16:59:11
1606052,12,2,입 장 료,무료,3,2025-09-19 16:59:11,2025-09-19 16:59:11
1606052,12,3,한국어 안내서비스,,4,2025-09-19 16:59:11,2025-09-19 16:59:11
2756120,12,0,주차요금,있음,3,2025-09-19 16:59:11,2025-09-19 16:59:11
298109,12,0,화장실,있음,3,2025-09-19 16:59:11,2025-09-19 16:59:11
298109,12,1,외국어 안내서비스,템플스테이 영어 진행 가능(사전 신청),4,2025-09-19 16:59:11,2025-09-19 16:59:11
298109,12,2,내국인 예약안내,템플스테이 02-395-9955,4,2025-09-19 16:59:11,2025-09-19 16:59:11
3044625,12,0,입 장 료,무료 ,3,2025-09-19 16:59:12,2025-09-19 16:59:12
3082221,12,0,화장실,있음(남녀 구분),3,2025-09-19 16:59:12,2025-09-19 16:59:12
2756126,12,0,이용가능시설,황토길 / 지압로 / 분수 등,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2756126,12,1,화장실,있음,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2756134,12,0,화장실,있음,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2756134,12,1,이용가능시설,인공폭포 / 공원시설 / 전망대 등 ,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,0,등산로,,1,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,1,관광코스안내,,2,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,2,입 장 료,무료,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,3,화장실,있음,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,4,이용가능시설,스튜디오 / 전시장 / 워크숍룸 등,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2553946,12,5,내국인 예약안내,,4,2025-09-19 16:59:13,2025-09-19 16:59:13
2993536,12,0,입 장 료,무료,3,2025-09-19 16:59:13,2025-09-19 16:59:13
2655928,12,0,입 장 료,"무료
",3,2025-09-19 16:59:14,2025-09-19 16:59:14
3060915,12,0,화장실,있음,3,2025-09-19 16:59:14,2025-09-19 16:59:14
2756575,12,0,입 장 료,무료,3,2025-09-19 16:59:14,2025-09-19 16:59:14
2756575,12,1,화장실,"있음
",3,2025-09-19 16:59:14,2025-09-19 16:59:14
127375,12,0,입 장 료,무료,3,2025-09-19 16:59:15,2025-09-19 16:59:15
127375,12,1,화장실,있음(남녀 구분),3,2025-09-19 16:59:15,2025-09-19 16:59:15
127375,12,2,이용가능시설,"탐방객안내센터, 관찰데크(습지지구), 관찰데크(산림지구), 저수지, 조류관찰대, 원두막, 초가집, 움집, 석담 및 석축, 야외관찰대, 야외강의장, 파고라 (광장지구)등<br>
* 길동생태문화센터(2005년 4월 22일 개관) <br>
- 1 전시실 : 서울의 생태(새박제 12점, 생태해설전시대, 습지 및 한강어류 수족관 4개소, 서울시 인공위성지도 등) <br>
- 2 전시실 : 길동생태공원의 생태(대형거미 및 벌집모형, 멧돼지 박제, 공원영상, 새소리 듣기 전시대, 곤충 및 버섯표본 등)",3,2025-09-19 16:59:15,2025-09-19 16:59:15
127375,12,3,내국인 예약안내,"서울의 공원 홈페이지 및 서울시공공서비스 예약 홈페이지에서 사전예약<br>
※ 홈페이지에서 사전 예약 후 입장 가능",4,2025-09-19 16:59:15,2025-09-19 16:59:15
